image_name,label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
thinking_3.jpg,thinking,0.5717388391494751,0.5868650674819946,0.6265982985496521,0.5178927183151245,0.5172422528266907,0.5113729238510132,0.6849045157432556,0.552177906036377,0.4304640889167785,0.5335813164710999,0.7591211199760437,0.7841818332672119,0.3497576117515564,0.8144773840904236,0.9133712649345398,0.9891750812530518,0.2709006667137146,1.0,0.8681297302246094,0.9863346815109252,0.4009961783885956,0.9642754793167114,0.7390181422233582,1.0,0.4995012283325195,1.0,0.751409649848938,0.884253740310669,0.5049827694892883,0.907564103603363,0.6579846143722534,0.8785051107406616,0.6279129385948181,0.8913851380348206
thinking_4.jpg,thinking,0.6058433651924133,0.6152625679969788,0.6521857380867004,0.5413074493408203,0.5484957695007324,0.5361381769180298,0.698145866394043,0.5524774193763733,0.4437228143215179,0.5402601361274719,0.7559954524040222,0.7656489610671997,0.3526135087013244,0.8003456592559814,0.8989173769950867,0.9874643087387084,0.2630800902843475,1.0,0.8203957676887512,0.9894225597381592,0.3912235200405121,0.963646650314331,0.7305712103843689,1.0,0.4868342876434326,1.0,0.7971497774124146,0.853493869304657,0.5154680013656616,0.891147255897522,0.6763511896133423,0.8714708685874939,0.5752564072608948,0.8934100270271301
thinking_5.jpg,thinking,0.6280557513237,0.6501682996749878,0.6670231223106384,0.56551593542099,0.5665711760520935,0.5738569498062134,0.7079655528068542,0.5409963726997375,0.4512423574924469,0.5571531653404236,0.7578055262565613,0.7527801990509033,0.3556050062179565,0.7933446168899536,0.8932375907897949,1.0,0.2828808724880218,1.0,0.8179163336753845,0.9903686046600342,0.4206195473670959,0.9619323015213012,0.7021660208702087,1.0,0.4639436900615692,1.0,0.7427088022232056,0.8854473829269409,0.5110921263694763,0.9284023642539978,0.6809353232383728,0.8926230669021606,0.6217591166496277,0.904629409313202
thinking_6.jpg,thinking,0.6321161389350891,0.6538759469985962,0.6671757102012634,0.5639198422431946,0.5678244829177856,0.5805806517601013,0.707094132900238,0.5279052257537842,0.449860155582428,0.5630916953086853,0.7616521716117859,0.7538334727287292,0.3516237437725067,0.797821581363678,0.8868029713630676,1.0,0.285525381565094,1.0,0.8004421591758728,0.9864825010299684,0.4238136708736419,0.9609076976776124,0.688215434551239,1.0,0.4492372572422027,1.0,0.7136901021003723,0.8964137434959412,0.5026594996452332,0.930165946483612,0.6896931529045105,0.9032412767410278,0.6464154124259949,0.8944953083992004
thinking_7.jpg,thinking,0.6395881175994873,0.639728307723999,0.6749831438064575,0.5537434816360474,0.5767531394958496,0.5658141374588013,0.7120804786682129,0.5326699018478394,0.4564673006534576,0.5577811002731323,0.7614342570304871,0.7623795866966248,0.3542875647544861,0.8023566603660583,0.8923392295837402,1.0,0.2817539274692535,1.0,0.802617073059082,0.9807994961738586,0.4268452823162079,0.9605549573898317,0.6837326288223267,1.0,0.4453126490116119,1.0,0.7153735160827637,0.8934741020202637,0.5010833144187927,0.9292412400245668,0.657204806804657,0.9001120924949646,0.6170555949211121,0.8969392776489258
thinking_8.jpg,thinking,0.6491970419883728,0.6333535313606262,0.682887077331543,0.5493239760398865,0.5876500606536865,0.5593292713165283,0.7150680422782898,0.5324743390083313,0.4631709158420563,0.5524481534957886,0.7605718970298767,0.7649322152137756,0.3521452844142914,0.8039926886558533,0.8919858932495117,1.0,0.2817943692207336,1.0,0.8146280646324158,0.9797006249427797,0.4256319105625152,0.9632228016853333,0.6838940382003784,1.0,0.4441675841808319,1.0,0.7245388031005859,0.8997911214828491,0.5010258555412292,0.930543065071106,0.6690101027488708,0.9069097638130188,0.6156078577041626,0.893709123134613
thinking_9.jpg,thinking,0.6354958415031433,0.624679446220398,0.6747855544090271,0.5443561673164368,0.574309766292572,0.5487107634544373,0.7138142585754395,0.5423845648765564,0.4571385085582733,0.5509927868843079,0.7584943175315857,0.7647696733474731,0.3584651947021484,0.8048697113990784,0.8979007005691528,0.9921637177467346,0.2770224213600158,1.0,0.8188700079917908,0.9771406054496764,0.4223097264766693,0.9622417092323304,0.7000815272331238,1.0,0.460916519165039,1.0,0.767297089099884,0.8685909509658813,0.5203554630279541,0.9157956838607788,0.670670211315155,0.8731129765510559,0.5935125350952148,0.8928991556167603
thinking_10.jpg,thinking,0.6351137757301331,0.6251122951507568,0.6774424314498901,0.5408094525337219,0.5731748938560486,0.5453164577484131,0.7174606323242188,0.5360138416290283,0.4525545239448547,0.5410702228546143,0.7561742067337036,0.7675766944885254,0.3481370508670807,0.8081550002098083,0.9105334281921388,1.0,0.2623239457607269,1.0,0.891616940498352,0.99226576089859,0.4155744612216949,0.9643263816833496,0.7125945091247559,1.0,0.4737425446510315,1.0,0.7660079598426819,0.8656067848205566,0.5346500873565674,0.9291513562202454,0.7051164507865906,0.8592009544372559,0.6486930847167969,0.8984337449073792
thinking_11.jpg,thinking,0.6375686526298523,0.624268651008606,0.6816778182983398,0.5392476916313171,0.5752947330474854,0.5425281524658203,0.7223803997039795,0.5361512899398804,0.4536486268043518,0.5381341576576233,0.7571091055870056,0.770484983921051,0.3475593030452728,0.8106468915939331,0.9091981053352356,1.0,0.2616689801216125,1.0,0.8908112645149231,0.9894517660140992,0.4129396378993988,0.9709032773971558,0.7087149024009705,1.0,0.469978392124176,1.0,0.7580214738845825,0.867583155632019,0.531578540802002,0.9312668442726136,0.6933495998382568,0.8610504865646362,0.6475415229797363,0.9027332067489624
thinking_12.jpg,thinking,0.6382564902305603,0.6235834360122681,0.6783627867698669,0.5420435667037964,0.5776195526123047,0.5454323887825012,0.7175227999687195,0.536803662776947,0.4605902731418609,0.5428361296653748,0.7634819746017456,0.7684474587440491,0.3600257933139801,0.8016236424446106,0.8940244913101196,1.0,0.2805060446262359,1.0,0.8044344186782837,0.989626169204712,0.4225852489471435,0.9597731232643129,0.7027325630187988,1.0,0.4634479582309723,1.0,0.7521077394485474,0.8854673504829407,0.5129843950271606,0.9231833219528198,0.6614919900894165,0.8881908059120178,0.598042368888855,0.898933470249176
